Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-052599,2019-12,10/20/2019 08:00,Y, , ,1, , 43016,5,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,5853,PLYMOUTH AVE,48, , ,5853,PLYMOUTH,880771.9,1031257
19-056179,2019-12,10/20/2019 21:00,Y, , ,1, ,175500,4,SEX OFFNS-SX MISCONDUCT/FIRST,0,S BROADWAY,35, ,@HOTEL- HILTON AT THE BALL PARK,200,BROADWAY,0,0
19-061285,2019-12,10/22/2019 10:30,Y, , ,1, , 63601,2,"LARCENY-SHOPLIFT $500 - $24,999",2315,S KINGSHIGHWAY BLVD,13,WALGREENS, ,2315,KINGSHIGHWAY,886595.3,1011915
19-053098,2019-12,10/22/2019 19:39, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,2928,JAMES COOL PAPA BELL,61, , ,1980,CARR,0,0
19-060294,2019-12,10/22/2019 21:48,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,6204,HALL ST,79, , ,6204,HALL,902829.8,1040651
19-060205,2019-12,10/23/2019 08:00,Y, , ,1, ,112010,2,FRAUD-CREDIT DEVICE/OVER $150,3619,JAMIESON AVE,9, , ,3619,JAMIESON,874939.3,1006669
19-053274,2019-12,10/23/2019 18:44,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,1100,E GRAND BLVD,66, , ,4014,UNION,904555.1,1033980
19-060818,2019-12,10/24/2019 11:29,Y, , ,1, , 63601,2,"LARCENY-SHOPLIFT $500 - $24,999",2315,S KINGSHIGHWAY BLVD,13,WALGREENS, ,2315,KINGSHIGHWAY,886595.3,1011915
19-061476,2019-12,10/25/2019 10:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1919,OFALLON ST,61, ,NUISANCE ABATEMENT PROPERTY,1919,OFALLON,904538.2,1022258
19-060997,2019-12,10/26/2019 15:30,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,4834,MARGARETTA AVE,69, , ,4834,MARGARETTA,892890.4,1035209
19-054054,2019-12,10/26/2019 20:00,Y, , ,1, , 21000,3,RAPE -- FORCIBLE,3000,MINNESOTA AVE,25, , ,2800,MINNESOTA,0,0
19-054881,2019-12,10/28/2019 18:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4302,COLLEGE AVE,67, , ,4302,COLLEGE,900659,1033354
19-063052,2019-12,10/28/2019 21:15,Y, , ,1, , 69602,4,"LARCENY-ALL OTHER $500 - $24,999",3224,LOCUST ST,77, , ,3224,LOCUST,898379,1020730
19-061991,2019-12,10/29/2019 12:25,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4917,WINONA AVE,7, , ,4917,WINONA,884520.4,1003925
19-054358,2019-12,10/29/2019 15:10,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,1,FINE ARTS DR,82, ,@FOREST PARK - ART MUSEUM,1,FINE ARTS,878856.8,1021748
19-061672,2019-12,10/29/2019 20:00,Y, , ,1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4131,W BELLE PL,58, , ,1915,OLIVE,894006.8,1024809
19-061869,2019-12,10/30/2019 12:00,Y, , ,1, , 92000,1,SIMPLE ASSAULT-HARRASSMENT,4917,WINONA AVE,7, , ,4917,WINONA,884520.4,1003925
19-054565,2019-12,10/30/2019 13:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,800,WASHINGTON AVE,35, ,@HOTEL - MARRIOTT ST LOUIS GRAND,800,WASHINGTON,908297.3,1018623
19-056521,2019-12,10/30/2019 17:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3428,GRACE AVE,15, , ,3428,GRACE,893271.3,1005683
19-062797,2019-12,10/31/2019 08:30,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,2213,WINNEBAGO ST,18, , ,2213,WINNEBAGO,898635.9,1002971
19-064681,2019-12,11/01/2013 12:03,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,6805,VIRGINIA AVE,1, , ,6805,VIRGINIA,890114.5,991301
19-054877,2019-12,11/01/2019 00:01,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5253,EMERSON AVE,72, , ,5253,EMERSON,892580.6,1041836
19-057259,2019-12,11/01/2019 09:00,Y, , ,1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5003,MARDEL AVE,14, , ,5003,MARDEL,884119.7,1005021
19-061826,2019-12,11/01/2019 11:27,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1204,N 8TH ST,62, ,NUISANCE ABATEMENT PROPERTY,1204,8TH,908872.5,1020700
19-062947,2019-12,11/01/2019 12:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4329,KOELN AVE,4, , ,4329,KOELN,882583.5,993925.8
19-054934,2019-12,11/01/2019 13:00,Y, , ,1, , 83000,6,ARSON-KNOWINGLY BURNING/SUCCESS,5831,PAMPLIN AVE,73, ,@HERZOG SCHOOL,5831,PAMPLIN,891000.9,1047846
19-055048,2019-12,11/02/2019 00:01, , , ,-1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6625,VERMONT,1, , ,6625,VERMONT,0,0
19-060966,2019-12,11/02/2019 08:00,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",4055,MCPHERSON AVE,38, , ,4055,MCPHERSON,893277.8,1022369
19-062004,2019-12,11/02/2019 10:50,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1224,BRYANT ST,61, ,NUISANCE ABATEMENT PROPERTY,1224,BRYANT,904796.9,1021856
19-060842,2019-12,11/02/2019 12:33,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,4734,COTE BRILLIANTE AVE,55, , ,4734,COTE BRILLIANTE,890442.9,1029825
19-055182,2019-12,11/02/2019 23:42,Y, , ,1, , 91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3515,CLAY AVE,56, , ,3515,CLAY,897846.9,1030692
19-061990,2019-12,11/03/2019 00:25,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,205,N 9TH ST,35,NUISANCE ABATEMENT PROPERTY,@MARK TWAIN HOTEL,205,9TH,907619.9,1017799
19-060763,2019-12,11/03/2019 12:00,Y, , ,1, ,112010,5,FRAUD-CREDIT DEVICE/OVER $150,5726,BARTMER AVE,48, , ,5726,BARTMER,881848.6,1030157
19-062011,2019-12,11/04/2019 09:15,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1839,BIDDLE ST,61, ,NUISANCE ABATEMENT PROPERTY,1839,BIDDLE,905293.2,1021624
19-055391,2019-12,11/04/2019 10:09,Y, , ,1, ,151110,0,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,120,N NEW FLORISSANT RD,0, , ,120,NEW FLORISSANT,870220,1075254
19-064715,2019-12,11/04/2019 12:00,Y, , ,1, ,115200,3,FRAUD-STEALING BY DECEIT/UNDER $150,3559,HALLIDAY AVE,25, , ,3559,HALLIDAY,894095.8,1009451
19-055433,2019-12,11/04/2019 13:00,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,4939,KEMPER AVE,13, ,@SCHOOL - CLEVELAND NJROTC,4939,KEMPER,885868.3,1008765
19-055853,2019-12,11/04/2019 13:00,Y, , ,1, , 44015,6,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,7939,N BROADWAY,74, , ,920,VANDEVENTER,897043.3,1046872
19-055451,2019-12,11/04/2019 14:17,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,1215,N KINGSHIGHWAY BLVD,51, ,@ AUTOZONE SOUTH LOT, , ,888084.4,1028777
19-055468,2019-12,11/04/2019 16:15,Y, , ,1, ,183130,5,DRUGS-SALE/HEROIN,3326,ARLINGTON AVE,50, , ,3300,ARLINGTON,888087.4,1035953
19-060982,2019-12,11/05/2019 12:00,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,3657,NEBRASKA AVE,19, , ,3657,NEBRASKA,896495.6,1003425
19-062439,2019-12,11/05/2019 12:46,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,3833,EILER ST,5, , ,3833,EILER,889209.7,997540.5
19-062044,2019-12,11/05/2019 18:03,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1476,HICKORY,33, , ,1430,CHOUTEAU,0,0
19-060946,2019-12,11/05/2019 21:02,Y, , ,1, , 63601,2,"LARCENY-SHOPLIFT $500 - $24,999",2315,S KINGSHIGHWAY BLVD,13,WALGREENS, ,2315,KINGSHIGHWAY,886595.3,1011915
19-055818,2019-12,11/06/2019 11:30,Y, , ,1, , 51111,2,BURGLARY-RESIDENCE/DAY/FORCE ENT/OCCUPIED,3887,UTAH PL,15, , ,3887,UTAH,891716.5,1006711
19-055973,2019-12,11/07/2019 08:30, , , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",4108,CONNECTICUT,15, , ,4108,CONNECTICUT,0,0
19-055973,2019-12,11/07/2019 08:30, , , ,-1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",4108,CONNECTICUT,15, , ,4108,CONNECTICUT,0,0
19-063259,2019-12,11/07/2019 09:10,Y, , ,1, , 91113,2,SIMPLE ASSAULT-ADULT/NO INJURY,5130,OAKLAND AVE,41,COMPTON-DREW MIDDLE SCHOOL, ,5130,OAKLAND,882152.9,1018203
19-060888,2019-12,11/07/2019 12:00,Y, , ,1, , 51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,120,QUINCY ST,1, , ,120,QUINCY,890608.9,989976.6
19-063023,2019-12,11/07/2019 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,8784,GOODFELLOW BLVD,73, , ,8784,GOODFELLOW,892004.1,1050874
19-062651,2019-12,11/08/2019 12:00,Y, , ,1, ,115200,2,FRAUD-STEALING BY DECEIT/UNDER $150,7339,GRAVOIS AVE,88, ,@WALGREENS - GRAVOIS AND HAMPTON,7339,GRAVOIS,878828.2,994423.4
19-062038,2019-12,11/08/2019 13:25,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,927,HICKORY,34, , ,927,HICKORY,0,0
19-056229,2019-12,11/08/2019 18:30,Y, , ,1, , 51212,1,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,4250,VIRGINIA AVE,16, ,APT 2,4250,VIRGINIA,894240,999763.6
19-056267,2019-12,11/08/2019 22:00, , , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999", , ,21, , ,1912,PARK,0,0
19-056267,2019-12,11/08/2019 22:00, , , ,-1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500, , ,21, , ,1912,PARK,0,0
19-056302,2019-12,11/09/2019 01:15, , , ,-1, ,265321,4,LEAVING SCENE OF ACCIDENT,1000,SPRUCE,35,START BAR, ,3625,PHILLIPS,0,0
19-060802,2019-12,11/09/2019 08:00,Y, , ,1, , 69702,3,LARCENY-ALL OTHER UNDER $500,2727,WINNEBAGO ST,19, , ,2727,WINNEBAGO,897445.8,1003246
19-060474,2019-12,11/09/2019 14:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2219,MENARD ST,21, , ,2219,MENARD,903483,1009504
19-057396,2019-12,11/10/2019 08:34,Y, , ,1, ,112010,5,FRAUD-CREDIT DEVICE/OVER $150,3431,UNION BLVD,50, ,@SCHNUCKS - CITY PLAZA ON UNION, , ,888884.8,1036000
19-060442,2019-12,11/10/2019 13:04,Y, , ,1, ,111120,2,FRAUD-BAD CHECK/INSUF FUNDS/UNDER $150,60,HAMPTON VILLAGE PLZ,7, ,@SCHNUCKS - HAMPTON VILLAGE,60,HAMPTON VILLAGE,879568.8,1004479
19-056502,2019-12,11/10/2019 14:30,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,W NATURAL BRIDGE AVE / RED BUD,56, , , , ,896769.1,1032098
19-056793,2019-12,11/10/2019 17:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3455,ALBERTA ST,16, , ,3455,ALBERTA,893622.3,1002193
19-056532,2019-12,11/10/2019 19:03,Y, , ,1, ,182400,5,DRUGS-POSSESSION/MARIJUANA,5400,WELLS AVE,78, , ,1451,ARLINGTON,885426.9,1031452
19-061998,2019-12,11/10/2019 23:13,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1525,DESTREHAN ST,65, ,NUISANCE ABATEMENT PROPERTY,1525,DESTREHAN,905806.8,1028965
19-056611,2019-12,11/11/2019 07:17, , , ,1, , 21000,6,RAPE -- FORCIBLE,8400,GAST,74, , ,8500,GAST,0,0
19-062273,2019-12,11/12/2019 07:30,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,700,ROSEDALE AVE,48, , ,402,BOYLE,878151.1,1028301
19-060790,2019-12,11/12/2019 08:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,S GRAND BLVD / VISTA AVE,31, , , , ,895082.2,1015537
19-056801,2019-12,11/12/2019 09:09, , , ,-1, , 69602,3,"LARCENY-ALL OTHER $500 - $24,999",2746,GEYER,24, ,REAR,2746,GEYER,0,0
19-060852,2019-12,11/12/2019 10:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,7310,PENNSYLVANIA AVE,2, , ,7310,PENNSYLVANIA,889851,989120.9
19-056812,2019-12,11/12/2019 12:38,Y, , ,1, ,183999,4,DRUGS-SALE/OTHR UNSPEC DRUG,0,PENROSE ST / RANDALL PL,65, , ,919,JEFFERSON,905295,1031804
19-060906,2019-12,11/12/2019 13:00,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",1301,LAUREL ST,78, , ,1301,LAUREL,881746.8,1032080
20-000251,2019-12,11/12/2019 22:35,Y, , ,1, ,112010,4,FRAUD-CREDIT DEVICE/OVER $150,919,N JEFFERSON AVE,59, ,@CENTRAL PATROL DIVISION,919,JEFFERSON,902219.7,1021301
19-058377,2019-12,11/13/2019 10:40,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,845,ELIAS AVE,74, ,ALLEY,845,ELIAS,897083.4,1051657
19-064296,2019-12,11/13/2019 12:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,5600,HILLER PL,76, , ,5600,HILLER,890651.5,1046646
19-061294,2019-12,11/14/2019 10:38,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,2315,S KINGSHIGHWAY BLVD,13,WALGREENS, ,2315,KINGSHIGHWAY,886595.3,1011915
19-061455,2019-12,11/14/2019 10:40,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,6457,PLATEAU AVE,42, , ,6457,PLATEAU,878466.6,1015823
19-059939,2019-12,11/14/2019 18:00,Y, , ,1, ,117000,2,FAILURE TO RETURN BORROWED/RENTED VEHICL,1641,S KINGSHIGHWAY BLVD,12, , ,1641,KINGSHIGHWAY,886712.8,1014540
19-057343,2019-12,11/15/2019 04:32, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3928,FLORISSANT,65, , ,3928,FLORISSANT,0,0
19-060178,2019-12,11/15/2019 08:00,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,3849,CASTLEMAN AVE,27, , ,3849,CASTLEMAN,893233.2,1012853
19-062875,2019-12,11/15/2019 08:55,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4377,NORFOLK AVE,39, , ,4377,NORFOLK,889064.3,1016557
19-059310,2019-12,11/15/2019 09:00,Y, , ,1, ,151110,1,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3225,PULASKI ST,16, , ,3225,PULASKI,893859.7,997476.1
19-060453,2019-12,11/15/2019 09:00,Y, , ,1, ,115200,2,FRAUD-STEALING BY DECEIT/UNDER $150,5826,LINDENWOOD AVE,14, , ,5826,LINDENWOOD,879502.3,1005160
19-060398,2019-12,11/15/2019 11:00,Y, , ,1, , 71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3431,LOUISIANA AVE,30, , ,3631,GRAVOIS,894615.5,1005284
19-062929,2019-12,11/15/2019 12:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4842,KOSSUTH AVE,69, ,DOWNSTAIRS,4842,KOSSUTH,893131,1035811
19-062924,2019-12,11/15/2019 12:00,Y, , ,1, ,112010,4,FRAUD-CREDIT DEVICE/OVER $150,1226,MELVIN E COLLINS WALK,61, , ,1226,MELVIN E COLLINS,904278.9,1022088
19-060625,2019-12,11/15/2019 12:00,Y, , ,1, ,112020,6,FRAUD-CREDIT DEVICE/UNDER $150,6323,LAURA AVE,76, , ,6323,LAURA,887696.8,1044874
19-057475,2019-12,11/15/2019 18:40,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,820,ELIAS AVE,74, , ,820,ELIAS,897325.7,1051449
19-061297,2019-12,11/16/2019 10:17,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,2315,S KINGSHIGHWAY BLVD,13,WALGREENS, ,2315,KINGSHIGHWAY,886595.3,1011915
19-058484,2019-12,11/16/2019 11:50,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL,4938,FYLER AVE,14, ,ALLEY DUMPSTER,4938,FYLER,885362.9,1007267
19-061047,2019-12,11/16/2019 12:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,0,S KINGSHIGHWAY BLVD / PARKVIEW,38,BARNES-JEWISH PARKVIEW TOWER, ,4949, ,887130.3,1021402
19-059029,2019-12,11/16/2019 22:00,Y, , ,1, ,176100,3,SEX OFFNS-SX ABUSE/1ST/NO CONSNT/VIC<12,2700,CHEROKEE ST,19, , ,2700,CHEROKEE,0,0
19-061440,2019-12,11/17/2019 10:00,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,4068,PHILLIPS AVE,15, , ,4068,PHILLIPS,889673.1,1003898
19-061986,2019-12,11/17/2019 14:10,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3949,THOLOZAN AVE,15, , ,3949,THOLOZAN,890675.9,1004606
19-062052,2019-12,11/17/2019 18:17,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1549,CASTLE,33, , ,1549,CASTLE,0,0
19-061849,2019-12,11/17/2019 19:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,3815,N 20TH ST,65, , ,3815,20TH,904783.4,1029869
19-057840,2019-12,11/18/2019 02:35,Y, , ,1, ,182400,5,DRUGS-POSSESSION/MARIJUANA,5809,DR MARTIN LUTHER KING DR,50, ,ALIAS MLK/GOODFELLOW, , ,883137.4,1033798
19-057945,2019-12,11/18/2019 07:00,Y, , ,1, , 51112,6,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,4709,SACRAMENTO AVE,69, , ,4709,SACRAMENTO,893323,1034450
19-064123,2019-12,11/18/2019 15:15,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,935,LOUGHBOROUGH AVE,1, , ,5412,ROBERT,888863.3,991771.5
19-057959,2019-12,11/18/2019 16:21,Y, , ,1, , 51122,4,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,1435,BREMEN AVE,65, , , , ,905488.4,1030529
19-064696,2019-12,11/18/2019 20:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4643,PENNSYLVANIA AVE,17, , ,4643,PENNSYLVANIA,894973.6,997078.6
19-058028,2019-12,11/18/2019 20:15,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,1500,WASHINGTON AVE,36, , ,1500,WASHINGTON,0,0
19-062295,2019-12,11/18/2019 21:30,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,N 13TH ST / N TUCKER BLVD,61, , , , ,907436.9,1021789
19-063809,2019-12,11/19/2012 09:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,5074,GENEVIEVE AVE,72, , ,919,JEFFERSON,891419.8,1042375
19-059370,2019-12,11/19/2019 12:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1806,ETON LN,73, , ,1806,ETON,891386.3,1049334
19-058128,2019-12,11/19/2019 14:17,Y, , ,1, ,183999,5,DRUGS-SALE/OTHR UNSPEC DRUG,5337,DELMAR BLVD,49, , , , ,884570.7,1026786
19-058144,2019-12,11/19/2019 15:15,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5000,GOODFELLOW BLVD,76, , ,5000,GOODFELLOW,887882.4,1044387
19-058390,2019-12,11/19/2019 17:00,Y, , ,1, , 21000,0,RAPE -- FORCIBLE,0,UNKNOWN,0, , ,1000,2ND,0,0
19-058202,2019-12,11/19/2019 21:33,Y, , ,1, ,152200,4,WEAPONS-CITY VIOL/DISCHRGING IN CITY,802,N CARDINAL AVE,37, , , , ,899451.3,1021600
19-060954,2019-12,11/19/2019 21:35,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,2315,S KINGSHIGHWAY BLVD,13,WALGREENS, ,2315,KINGSHIGHWAY,886595.3,1011915
19-060679,2019-12,11/20/2019 05:30,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,4428,KOSSUTH AVE,69, , ,4428,KOSSUTH,895885.7,1034212
19-063850,2019-12,11/20/2019 08:14,Y, , ,1, ,121000,1,EMBEZZLEMENT-VALUE OVER $150,5324,VIRGINIA AVE,1, , ,5324,VIRGINIA,893098.5,995140.6
19-058245,2019-12,11/20/2019 08:26,Y, , ,1, , 83000,4,ARSON-KNOWINGLY BURNING/SUCCESS,1540,BIDDLE ST,61, , ,1540,BIDDLE,905664.1,1021110
19-060962,2019-12,11/20/2019 08:30,Y, , ,1, , 63701,2,LARCENY-SHOPLIFT UNDER $500,2315,S KINGSHIGHWAY BLVD,13,WALGREENS, ,2315,KINGSHIGHWAY,886595.3,1011915
19-058250,2019-12,11/20/2019 08:44,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,807,CLARA AVE,48, , ,807,CLARA,882459.9,1027940
19-058273,2019-12,11/20/2019 08:45,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,3000,N PRAIRIE AVE,59, , ,3700,SULLIVAN,0,0
19-060612,2019-12,11/20/2019 09:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",1415,N 13TH ST,61,ST LOUIS CITY FORESTRY DIVISION, ,1415,13TH,907436.9,1021789
19-060718,2019-12,11/20/2019 10:00,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,1503,VAIL PL,32, ,GARAGE,1503,VAIL,902272.8,1013438
19-058347,2019-12,11/20/2019 11:30, , , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,7036,CLAYTON,44, , ,7036,CLAYTON,0,0
19-058347,2019-12,11/20/2019 11:30, , , ,-1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,7036,CLAYTON,44, , ,7036,CLAYTON,0,0
19-063310,2019-12,11/20/2019 12:00,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,2323,LOCUST ST,36, , ,2323,LOCUST,902415,1019803
19-058326,2019-12,11/20/2019 15:43,Y, , ,1, ,183130,5,DRUGS-SALE/HEROIN,5730,ROOSEVELT PL,50, , ,5700,ROOSEVELT,884846.6,1035940
19-060887,2019-12,11/20/2019 15:50,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,3223,S 7TH ST,21, , ,3223,7TH,902130.8,1005237
19-058351,2019-12,11/20/2019 17:39,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,PAGE BLVD / UNION BLVD,51, ,@PARK- MARIE W FOWLER, , ,885352.5,1029591
19-060629,2019-12,11/20/2019 18:26,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3718,MCDONALD AVE,15, , ,3718,MCDONALD,892575.3,1006030
19-058416,2019-12,11/20/2019 20:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,5219,MURDOCH AVE,7, , ,5219,MURDOCH,882833.2,1002583
19-062062,2019-12,11/20/2019 23:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1549,CASTLE,33, , ,1549,CASTLE,0,0
19-058411,2019-12,11/21/2019 02:15,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA,0,BLAIR AVE / E DE SOTO AVE,66, , , , ,903047.6,1034813
19-058412,2019-12,11/21/2019 04:24,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,0,ADELAIDE AVE / I 70 WESTBOUND,66, , , , ,902696.4,1036466
19-061161,2019-12,11/21/2019 08:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4629,S BROADWAY,17, , ,4629,BROADWAY,895834.9,997103.8
19-058487,2019-12,11/21/2019 09:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3404,HAMILTON AVE,50, ,APT #3D,3404,HAMILTON,884446,1038097
19-060620,2019-12,11/21/2019 12:00,Y, , ,1, , 64701,1,LARCENY-FROM MTR VEH UNDER $500,4120,WALSH ST,5, , ,4120,WALSH,887659.3,999197.5
19-060845,2019-12,11/21/2019 12:03,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,6504,DEVONSHIRE AVE,8, , ,6504,DEVONSHIRE,876306.6,1003565
19-058512,2019-12,11/21/2019 13:50,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8405,MINNESOTA AVE,2, , ,8405,MINNESOTA,886931.7,986666.9
19-058562,2019-12,11/21/2019 15:00,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,909,CHRISTIAN AVE,74, ,ALLEY,909,CHRISTIAN,896872.2,1046425
19-063107,2019-12,11/21/2019 15:01,Y, , ,1, ,121000,5,EMBEZZLEMENT-VALUE OVER $150,4171,LINDELL BLVD,38, ,@SCHNUCKS - SARAH AND LINDELL,4171,LINDELL,892104.8,1022153
