Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
19-048108,2019-11,09/26/2019 06:30,Y, , ,1, ,266510,3,PUBLIC ORDER-TRESPASSING,1530,LAFAYETTE AVE,33,WALGREENS, ,1530,LAFAYETTE,903270.1,1012207
19-058644,2019-11,09/26/2019 06:30,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1530,LAFAYETTE AVE,33, , ,1530,LAFAYETTE,903270.1,1012207
19-048162,2019-11,09/26/2019 08:00,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,1403,PEABODY CT,33, ,PEABODY HOUSING COMPLEX,1403,PEABODY,904476.4,1013699
19-057143,2019-11,09/26/2019 16:28,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,6204,HALL ST,79, , ,6204,HALL,902829.8,1040651
19-057391,2019-11,09/26/2019 17:00,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,800,WASHINGTON AVE,35,HERTZ,@HOTEL - MARRIOTT ST LOUIS GRAND,800,WASHINGTON,908297.3,1018623
19-048368,2019-11,09/26/2019 23:30,Y, , ,1, , 21000,4,RAPE -- FORCIBLE,1200,WASHINGTON AVE,36,BOGEN/VENTANA LOFTS, ,1200,WASHINGTON,0,0
19-048424,2019-11,09/27/2019 15:25,Y, , ,1, ,151130,6,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,1955,E ADELAIDE,85,@PARK - OFALLON,@PARK - OFALLON, , ,0,0
19-055759,2019-11,09/27/2019 19:30,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5137,GILMORE AVE,72, , ,5137,GILMORE,890359.3,1043955
18-046187,2019-11,09/28/2018 15:09,Y, , ,1, ,183999,6,DRUGS-SALE/OTHR UNSPEC DRUG,5200,GENEVIEVE AVE,72, ,PRESSURE GANG BUY/WALK, , ,891518.8,1042444
19-057253,2019-11,09/28/2019 16:16,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,3700,HOLLY HILLS AVE,1,CARONDELET PARK, ,3858,EVANS,889343.3,992254.1
19-048636,2019-11,09/28/2019 19:15,Y, , ,1, ,182250,6,DRUGS-POSSESSION/COCAINE,4550,DAVISON AVE,72, , ,4550,DAVISON,890088.9,1040776
19-054756,2019-11,09/29/2019 10:41,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,845,ELIAS AVE,74, ,ALLEY,845,ELIAS,897083.4,1051657
19-057051,2019-11,09/29/2019 18:08,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,3843,IOWA AVE,16, , ,3843,IOWA,897116.6,1002091
19-059379,2019-11,09/29/2019 22:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,3724,BAMBERGER AVE,15, , ,3724,BAMBERGER,891907.4,1003860
19-057472,2019-11,09/30/2018 09:30,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",4214,FOREST PARK AVE,38,EXTRA SPACE STORAGE, ,4214,FOREST PARK,891458.6,1020523
19-056038,2019-11,09/30/2019 04:50,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL,2163,S GRAND BLVD,27, ,@JACK IN THE BOX - GRAND,2163,GRAND,894231.9,1011658
19-059796,2019-11,09/30/2019 10:30,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,5201,S 37TH ST,3, , ,5201,37TH,890611.9,997484.7
19-055760,2019-11,09/30/2019 11:01,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,8971,HALLS FERRY RD,74, , ,8971,HALLS FERRY,894664.5,1051378
19-057144,2019-11,09/30/2019 19:53,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,6204,HALL ST,79, , ,6204,HALL,902829.8,1040651
19-054750,2019-11,10/01/2011 08:00,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,3014,SHENANDOAH AVE,25, , ,3014,SHENANDOAH,897047.3,1010486
19-056157,2019-11,10/01/2019 00:01,Y, , ,1, ,112010,3,FRAUD-CREDIT DEVICE/OVER $150,2710,S GRAND BLVD,25, , ,2710,GRAND,894276.4,1009905
19-054899,2019-11,10/01/2019 10:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4227,COOK AVE,58, , ,4227,COOK,893967.8,1026071
19-049167,2019-11,10/01/2019 11:00,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",2099,HEBERT ST,63, , ,2099,HEBERT,905164.8,1027484
19-049295,2019-11,10/02/2019 05:30, , , ,1, , 21000,5,RAPE -- FORCIBLE, , ,78, , , , ,0,0
19-049295,2019-11,10/02/2019 05:30, , , ,-1, , 41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE, , ,78, , , , ,0,0
19-049561,2019-11,10/03/2019 09:30, , , ,1, , 43013,4,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,200,TUCKER,35,JUSTICE CENTER,: @CITY JUSTICE CENTER,200,TUCKER,0,0
19-049561,2019-11,10/03/2019 09:30, , , ,-1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,200,TUCKER,35,JUSTICE CENTER,: @CITY JUSTICE CENTER,200,TUCKER,0,0
19-055761,2019-11,10/03/2019 12:35,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5000,UNION BLVD,71, , ,5000,UNION,892272.6,1040231
19-049576,2019-11,10/03/2019 12:35, , , ,1, , 36211,6,ROBBERY-COMMERCE PL/KNIFE USED/SUCCESS,5000,UNION,71, , ,5000,UNION,0,0
19-049576,2019-11,10/03/2019 12:35, , , ,-1, , 42013,6,AGG.ASSAULT-KNIFE/CITIZEN ADULT 3RD DEGREE,5000,UNION,71, , ,5000,UNION,0,0
19-057618,2019-11,10/03/2019 16:30,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,4714,TAMM AVE,8, , ,4714,TAMM,877846.8,1002938
19-057189,2019-11,10/04/2019 12:00,Y, , ,1, ,115100,6,FRAUD-STEALING BY DECEIT/OVER $150,4747,BEACON AVE,72, , ,4747,BEACON,889886.6,1041133
19-056638,2019-11,10/04/2019 12:36,Y, , ,1, ,115100,2,FRAUD-STEALING BY DECEIT/OVER $150,3300,S KINGSHIGHWAY BLVD,15, , ,3300,KINGSHIGHWAY,885993.2,1007022
19-049781,2019-11,10/04/2019 14:29,Y, , ,1, ,263299,6,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,3000,FAIR AVE,56, , ,3000,FAIR,896804.3,1029849
19-057232,2019-11,10/05/2019 14:30,Y, , ,1, ,117000,2,FAILURE TO RETURN BORROWED/RENTED VEHICL,1641,S KINGSHIGHWAY BLVD,12, , ,1641,KINGSHIGHWAY,886712.8,1014540
19-055648,2019-11,10/05/2019 16:00,Y, , ,1, , 52322,3,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE,1250,S 3RD ST,20,PUBLIC STORAGE, ,1250,3RD,907790.2,1012551
19-049995,2019-11,10/05/2019 19:25,Y, , ,1, , 95100,4,"STALKING (HARASSMENT ONLY, NO THREAT)",2944,SHERIDAN AVE,59, ,CITY STREET,2944,SHERIDAN,900398.8,1023611
19-056600,2019-11,10/06/2019 09:16,Y, , ,1, ,112010,2,FRAUD-CREDIT DEVICE/OVER $150,6468,LINDENWOOD AVE,9, , ,6468,LINDENWOOD,877085.8,1005421
19-055248,2019-11,10/07/2019 13:59,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,5656,BISCHOFF AVE,12, ,FRONT PORCH,5656,BISCHOFF,882336.6,1013200
19-058247,2019-11,10/08/2019 09:11,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,5415,RHODES AVE,6, , ,5415,RHODES,881307.6,999547.7
19-050630,2019-11,10/09/2019 06:00,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,4400,W FLORISSANT AVE,69, ,ABANDONED COMMERCIAL GARAGE, , ,0,0
19-054930,2019-11,10/09/2019 17:50,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,5321,GERALDINE AVE,71, , ,5321,GERALDINE,893405.2,1040831
19-050775,2019-11,10/10/2019 02:00, , , ,1, , 64501,3,"LARCENY-FROM MTR VEH OVER $25,000",1822,BROADWAY,20,STREET, , , ,0,0
19-050775,2019-11,10/10/2019 02:00, , , ,-1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",1822,BROADWAY,20,STREET, , , ,0,0
19-050892,2019-11,10/10/2019 15:10,Y, , ,1, , 51122,1,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,5219,ALASKA AVE,1, ,1ST FLOOR,5219,ALASKA,891874.6,996345.2
19-058517,2019-11,10/11/2019 10:00,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",3625,MAGNOLIA AVE,27,BEAUVAIS MANOR ON THE PARK, ,3625,MAGNOLIA,894137.4,1010170
19-057211,2019-11,10/11/2019 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,4540,ANDERSON AVE,69, , ,4540,ANDERSON,895484.7,1035978
19-051155,2019-11,10/12/2019 03:50,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,MISSOURI AVE / POTOMAC ST,18, , , , ,899325.1,1004332
19-058122,2019-11,10/12/2019 10:23,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3505,INDIANA AVE,18, , ,3505,INDIANA,898810.9,1004209
19-057146,2019-11,10/12/2019 11:08,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,6204,HALL ST,79, , ,6204,HALL,902829.8,1040651
19-053486,2019-11,10/12/2019 11:55,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,909,CHRISTIAN AVE,74, , ,909,CHRISTIAN,896872.2,1046425
19-057041,2019-11,10/12/2019 17:00,Y, , ,1, ,264100,3,HEALTH-SANITATION VIOL,3702,S JEFFERSON AVE,18, , ,3702,JEFFERSON,898480.1,1002938
19-058261,2019-11,10/13/2019 08:52,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5237,DAVISON AVE,72, , ,5237,DAVISON,892083.1,1042284
19-058719,2019-11,10/13/2019 11:00,Y, , ,1, , 51312,3,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,3023,CHIPPEWA ST,19, , ,3023,CHIPPEWA,895916.1,1002888
19-057148,2019-11,10/13/2019 11:50,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,6204,HALL ST,79, , ,6204,HALL,902829.8,1040651
19-054920,2019-11,10/13/2019 12:00,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,6824,BALSON AVE,10, , ,6824,BALSON,875527.3,1013079
19-057147,2019-11,10/13/2019 13:36,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,6204,HALL ST,79, , ,6204,HALL,902829.8,1040651
19-051681,2019-11,10/13/2019 19:00,Y, , ,1, ,242000,2,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I,6820,SCANLAN AVE,9, ,RESIDENCE/HOME,1915,OLIVE,875588.6,1009446
19-051889,2019-11,10/14/2019 05:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5049,COTE BRILLIANTE AVE,52, , ,5049,COTE BRILLIANTE,888362.8,1031593
19-051517,2019-11,10/14/2019 07:45,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4944,GERALDINE AVE,71, ,SEARCH WARRANT,4944,GERALDINE,892326.4,1039841
19-058295,2019-11,10/14/2019 10:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,8891,HALL ST,74, , ,8891,HALL,898595.2,1053467
19-055993,2019-11,10/14/2019 13:07,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,5508,LOUISIANA AVE,1, , ,5508,LOUISIANA,891352.8,995841.9
19-058266,2019-11,10/14/2019 13:30,Y, , ,1, , 71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,GOODFELLOW BLVD / STRATFORD AV,70, , , , ,886962.4,1042893
19-051979,2019-11,10/14/2019 14:00,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,6100,N BROADWAY,79,LOVES GAS STATION, , , ,0,0
19-059045,2019-11,10/14/2019 14:00,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5604,BANCROFT AVE,7, , ,5604,BANCROFT,880759.9,1003979
19-057149,2019-11,10/14/2019 16:32,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,6024,HALL ST,79, , ,6024,HALL,902472.1,1040689
19-055762,2019-11,10/14/2019 19:30,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,8450,GAST PL,74, ,@BADEN HOUSE,8450,GAST,896704.1,1049972
19-056883,2019-11,10/15/2019 08:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4334,WILCOX AVE,5, , ,4334,WILCOX,886194.7,1000454
19-051708,2019-11,10/15/2019 13:00,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5043,KENSINGTON AVE,51, ,REAR,5041,KENSINGTON,887402.3,1027188
19-058116,2019-11,10/15/2019 22:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2623,CAROLINE ST,31, , ,2623,CAROLINE,899866.6,1014594
19-058110,2019-11,10/16/2016 08:00,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,5009,SHAW AVE,12, , ,5009,SHAW,886214.4,1013887
19-059491,2019-11,10/16/2019 09:59,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,4916,NAGEL AVE,6, , ,4916,NAGEL,880756.4,995931
19-055403,2019-11,10/16/2019 16:57,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL,5015,PARKER AVE,14, , ,5015,PARKER,884274.2,1007251
19-057150,2019-11,10/16/2019 18:23,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,6024,HALL ST,79, , ,6024,HALL,902472.1,1040689
19-055763,2019-11,10/16/2019 19:56,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5310,N EUCLID AVE,71, ,@EUCLID PZ,5310,EUCLID,894542.1,1038824
19-056980,2019-11,10/17/2019 08:00,Y, , ,1, , 71040,5,AUTO THEFT-PERM RETNT/ATTEMPT,3920,ST FERDINAND AVE,56, , ,3920,ST FERDINAND,897263.1,1027287
19-053582,2019-11,10/17/2019 13:23,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2741,CHEROKEE ST,19, ,REAR,2715,CHEROKEE,897619.9,1005250
19-055806,2019-11,10/17/2019 15:00,Y, , ,1, , 69602,2,"LARCENY-ALL OTHER $500 - $24,999",2515,S KINGSHIGHWAY BLVD,13, , ,2515,KINGSHIGHWAY,886353.3,1011363
19-057768,2019-11,10/17/2019 15:33,Y, , ,1, , 51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5043,CABANNE AVE,51, , ,5043,CABANNE,887497.6,1027995
19-057151,2019-11,10/17/2019 18:58,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,6204,HALL ST,79, , ,6204,HALL,902829.8,1040651
19-056128,2019-11,10/17/2019 19:00,Y, , ,1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5335,TERRY AVE,50, , ,5335,TERRY,887769.6,1034443
19-056128,2019-11,10/17/2019 19:00, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5335,TERRY AVE,50, , ,5335,TERRY,887769.6,1034443
19-056136,2019-11,10/18/2019 09:00,Y, , ,1, ,121000,4,EMBEZZLEMENT-VALUE OVER $150,1015,LOCUST ST,35,IMC ENERGY CONSULTANTS, ,1015,LOCUST,907358.9,1018534
19-057896,2019-11,10/18/2019 11:01,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3631,NEBRASKA AVE,19, , ,3631,NEBRASKA,896364.8,1003672
19-052652,2019-11,10/18/2019 12:30, , , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE, , ,17, , , , ,0,0
19-052652,2019-11,10/18/2019 12:30, , , ,-1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR, , ,17, , , , ,0,0
19-052285,2019-11,10/18/2019 12:52,Y, , ,1, ,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,0,CHEROKEE ST / NEBRASKA AVE,19, , , , ,896815.4,1005396
19-052303,2019-11,10/18/2019 13:50,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,SE CHAMBERS RD / RIVERVIEW DR,75, , , , ,906038.4,1060370
19-055607,2019-11,10/18/2019 14:00,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,4443,ST FERDINAND AVE,57, , ,4443,ST FERDINAND,893268.3,1029832
19-054715,2019-11,10/18/2019 14:55,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,711,N EUCLID AVE,53, , ,711,EUCLID,888503.4,1026317
19-057202,2019-11,10/18/2019 17:00,Y, , ,1, ,117000,1,FAILURE TO RETURN BORROWED/RENTED VEHICL,4927,S KINGSHIGHWAY BLVD,7,ENTERPRISE RENT-A-CAR, ,4927,KINGSHIGHWAY,884071.6,1001923
19-052442,2019-11,10/18/2019 20:00,Y, , ,1, , 73330,6,AUTO THEFT-MTRCYCLE/PERM RETNT/JOY RIDE,5203,BEACON AVE,72, , ,5203,BEACON,891619.4,1042344
19-052374,2019-11,10/18/2019 20:30,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,LAFAYETTE AVE / S TUCKER BLVD,34, , , , ,904266.3,1012143
19-052374,2019-11,10/18/2019 20:30,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,LAFAYETTE AVE / S TUCKER BLVD,34, , , , ,904266.3,1012143
19-052374,2019-11,10/18/2019 20:30,Y, , ,1, , 41014,3,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,0,LAFAYETTE AVE / S TUCKER BLVD,34, , , , ,904266.3,1012143
19-052375,2019-11,10/18/2019 22:46,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,5200,PAGE BLVD,51, , ,5200,PAGE,886001.3,1029367
19-054790,2019-11,10/19/2019 11:00,Y, , ,1, , 91113,5,SIMPLE ASSAULT-ADULT/NO INJURY,400,S KINGSHIGHWAY BLVD,38, ,BARNES HOSPITAL,400,KINGSHIGHWAY,887074.8,1020998
19-052882,2019-11,10/19/2019 20:36,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4126,W PENROSE ST,68, , ,4126,PENROSE,898418.6,1033700
19-057560,2019-11,10/19/2019 20:45,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3846,S GRAND BLVD,16, , ,3846,GRAND,893423.6,1002800
19-052562,2019-11,10/20/2019 00:43,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,1200,RUSSELL AVE,21,MCGURKS, , , ,903096.3,1010200
19-056606,2019-11,10/20/2019 09:41,Y, , ,1, ,112020,1,FRAUD-CREDIT DEVICE/UNDER $150,1020,LOUGHBOROUGH AVE,1, ,@SCHNUCKS - LOUGHBOROUGH,1020,LOUGHBOROUGH,888369.9,991903
19-055070,2019-11,10/20/2019 10:00,Y, , ,1, , 64711,1,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,4132,BINGHAM AVE,5, , ,4132,BINGHAM,888514.3,1002840
19-052653,2019-11,10/20/2019 14:12, , , ,1, , 21000,6,RAPE -- FORCIBLE,5500,ORIOLE,72, , ,5500,ORIOLE,0,0
19-057153,2019-11,10/20/2019 14:16,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,6204,HALL ST,79, , ,6204,HALL,902829.8,1040651
19-057152,2019-11,10/20/2019 14:16,Y, , ,1, ,266510,6,PUBLIC ORDER-TRESPASSING,6204,HALL ST,79, , ,6204,HALL,902829.8,1040651
19-052651,2019-11,10/20/2019 14:30,Y, , ,1, , 43015,4,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,1630,KNAPP ST,60, , ,1630,KNAPP,904929.6,1024073
19-052708,2019-11,10/20/2019 20:00,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4241,MINNESOTA AVE,17, ,APT E,4241,MINNESOTA,895253.6,999893.7
19-052851,2019-11,10/20/2019 21:42,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4136,LEXINGTON AVE,56, , ,4136,LEXINGTON,897633.2,1030958
19-059158,2019-11,10/21/2019 00:01,Y, , ,1, ,121000,3,EMBEZZLEMENT-VALUE OVER $150,3352,GRAVOIS AVE,30,BOOST MOBILE, ,3352,GRAVOIS,894555.3,1005711
19-052727,2019-11,10/21/2019 02:40, , , ,-1, , 82000,5,ARSON-2ND DEGREE/SUCCESS,5105,ENRIGHT,51, ,VACANT BUILDING,5105,ENRIGHT,0,0
19-055282,2019-11,10/21/2019 06:30,Y, , ,1, , 72113,1,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,6200,ALABAMA AVE,1, , ,6200,ALABAMA,891015.9,993136.9
19-052761,2019-11,10/21/2019 08:29,Y, , ,1, , 91303,4,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,1435,DESTREHAN ST,65, , , , ,906082.9,1029080
19-052761,2019-11,10/21/2019 08:29,Y, , ,1, , 91303,4,SIMPLE ASSAULT-POLICE OFFICER/NO INJURY,1435,DESTREHAN ST,65, , , , ,906082.9,1029080
19-053163,2019-11,10/21/2019 09:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5943,LUCILLE AVE,76, , ,5943,LUCILLE,890543.8,1045485
19-059516,2019-11,10/21/2019 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,1243,PEGGY CT,74, , ,1243,PEGGY,895234.1,1048675
19-052836,2019-11,10/21/2019 13:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4210,KINGSHIGHWAY,5, , ,4210,KINGSHIGHWAY,0,0
19-052842,2019-11,10/21/2019 14:49,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,N BROADWAY / E CARRIE AVE,79, , , , ,900400.6,1038447
19-052902,2019-11,10/21/2019 17:40,Y, , ,1, , 41011,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,2600,CHOUTEAU AVE,31, ,@QT - JEFFERSON / CHOUTEAU, , ,900507.7,1015458
19-052996,2019-11,10/21/2019 18:22,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5143,NORTHLAND AVE,52, , ,5143,NORTHLAND,888544.8,1033174
19-053277,2019-11,10/21/2019 22:00,Y, , ,1, , 41014,4,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,0,19TH ST / LUCAS AVE,36, , , , ,904169.6,1019938
18-050331,2019-11,10/22/2018 17:20,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,5400,RUSKIN AVE,71, , , , ,894240.5,1040902
19-052945,2019-11,10/22/2019 03:35, , , ,-1, , 43015,4,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,2600,SAMUEL SHEPARD,36,2600 SAMUEL SHEPARD,: @HEADQUARTERS,1915,OLIVE,0,0
19-053177,2019-11,10/22/2019 09:15,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,6100,LUCILLE AVE,76, , ,6100,LUCILLE,889445.2,1045686
19-053004,2019-11,10/22/2019 11:54,Y, , ,1, ,182999,6,DRUGS-POSSESSION/OTHR UNSPEC DRUG,1312,LYNHAVEN PL,74, , ,1312,LYNHAVEN,895028.8,1048442
19-058662,2019-11,10/22/2019 12:00,Y, , ,1, , 51330,3,BURGLARY-RESDNCE/UNK TIM/ATT FORCE ENTRY,4136,NEBRASKA AVE,16, , ,4136,NEBRASKA,896022.5,1000315
19-053034,2019-11,10/22/2019 12:48,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1327,N 8TH ST,62, , , , ,909179.6,1021857
19-053028,2019-11,10/22/2019 13:20,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,3930,N FLORISSANT AVE,65, , ,3930,FLORISSANT,904096.6,1030210
19-053055,2019-11,10/22/2019 16:20,Y, , ,1, ,182260,5,DRUGS-POSSESSION/METHAMPHETAMINE,4221,EVANS AVE,58, , ,4221,EVANS,894442.9,1026787
19-053068,2019-11,10/22/2019 17:21,Y, , ,1, ,183130,6,DRUGS-SALE/HEROIN,4500,N BROADWAY,70, , ,4014,UNION,890074.4,1037079
19-053181,2019-11,10/22/2019 19:26,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3015,LAMBDIN AVE,56, , ,3015,LAMBDIN,895717.8,1030654
19-053297,2019-11,10/22/2019 20:00,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,4700,CARTER AVE,69, , , ,HQ,0,0
19-055078,2019-11,10/22/2019 20:30,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",3901,ASHLAND AVE,56,WHOLE DREAMS CHRISTIAN CHURCH, ,3901,ASHLAND,898956.1,1029975
19-053173,2019-11,10/22/2019 22:06,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5118,PALM ST,52, , ,5118,PALM,890060.1,1035280
18-050497,2019-11,10/23/2018 16:06,Y, , ,1, ,182130,5,DRUGS-POSSESSION/HEROIN,5704,LABADIE AVE,50, , ,1915,OLIVE,885375.6,1036391
19-053126,2019-11,10/23/2019 01:58,Y, , ,1, ,151130,5,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,5182,ENRIGHT AVE,51, , ,5184,ENRIGHT,885780.4,1026872
19-055794,2019-11,10/23/2019 13:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,611,S 8TH ST,35,STAR LOT, ,611,7TH,907341.5,1015416
19-053227,2019-11,10/23/2019 13:50,Y, , ,1, ,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,GOODFELLOW BLVD / SAINT LOUIS,50, ,ALIAS GOODFELLOW/ST LOUIS, , ,884678.3,1036452
